name,connectivity,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53
HYDROQUINONE,QIGBRXMKCJKVMJ,0,0,1,0,0,0,0,1,0,0,0,
HYDROXYUREA,VSNHCAURESNICA,0,0,0,0,0,0,0,0,0,0,0,0
IBUFENAC,CYWFCPPBTWOZSF,,,,,,,,0,,0,,
IBUPROFEN,HEFNNWSXXWATRW,0,0,0,0,0,0,0,,0,,0,0
IDARUBICIN,XDXDZDZNSLXDNA,0,1,,1,,1,,1,1,0,1,1
IDEBENONE,JGPMMRGNQUBGND,0,,0,,,0,,0,,0,,1
IFOSFAMIDE,HOMGKSMUEGBAAB,0,0,0,0,0,0,0,0,0,0,0,0
IMATINIB,KTUFNOKKBVMGRW,0,0,1,,0,0,0,,,0,1,0
INDINAVIR,CBVCZFGXHXORBI,,0,0,,,0,0,0,0,0,0,0
INDOMETHACIN,CGIGDMFJXJATDK,0,,0,0,0,0,1,0,0,0,0,0
IPRIFLAVONE,SFBODOKJTYAUCM,0,0,1,,1,0,0,1,1,0,,0
IPRONIAZID,NYMGNSNKLVNMIA,0,0,,0,1,1,0,0,0,0,0,0
IRINOTECAN,UWKQSNNFCGGAFS,0,0,0,,,0,,,0,0,1,1
ISOEUGENOL,BJIOGJUNALELMI,0,0,,,,,0,,0,0,,0
ISONIAZID,QRXWMOHMRWLFEY,0,0,1,0,0,0,0,0,0,0,0,0
ISOPRENALINE,JWZZKOKVBUJMES,0,0,1,0,0,0,0,0,0,0,0,0
ISOTRETINOIN,SHGAZHPCJJPHSC,0,0,0,,,0,1,,0,0,,0
ITRACONAZOLE,VHVPQPYKVGDNFY,0,0,,0,,0,0,1,0,0,0,0
KANAMYCIN,SBUJHOSQTJFQJX,0,0,0,0,0,0,0,0,0,0,0,0
KETAMINE,YQEZLKZALYSWHR,0,0,0,0,0,0,0,,0,,0,0
KETOCONAZOLE,XMAYWYJOQHXEEK,0,0,1,0,,0,0,1,0,1,,0
KETOPROFEN,DKYWVDODHFEZIM,0,0,0,0,0,0,0,0,0,0,0,0
KETOROLAC,OZWKMVRBQXNZKK,0,0,0,0,0,0,0,0,0,0,0,0
L-PHENYLEPHRINE,SONNWYBIRXJNDC,0,0,0,0,0,0,0,0,0,0,0,0
LABETALOL,SGUAFYQXFOLMHL,0,0,0,0,0,0,0,,0,,0,0
LACIDIPINE,GKQPCPXONLDCMU,0,,1,1,,1,1,1,,1,,1
LAMIVUDINE,JTEGQNOMFQHVDC,0,0,0,0,0,0,0,0,0,0,0,0
LAMOTRIGINE,PYZRQGJRPPTADH,0,0,,0,0,0,0,0,0,0,,0
LANSOPRAZOLE,MJIHNNLFOKEZEW,0,0,1,,,0,0,1,0,0,0,0
LEAD (II) ACETATE,QTBSBXVTEAMEQO,0,0,0,0,0,0,0,0,0,0,0,0
LEAD(IV) ACETATE,QTBSBXVTEAMEQO,0,0,0,0,0,0,0,0,0,0,0,0
LEFLUNOMIDE,VHOGYURTWQBHIL,0,,1,,0,0,0,1,1,1,1,0
LETROZOLE,HPJKCIUCZWXJDR,0,0,0,1,0,0,0,0,0,0,0,0
LEUCOVORIN,VVIAGPKUTFNRDU,0,0,0,0,0,0,0,,0,,0,0
LEVAMISOLE,HLFSDGLLUJUHTE,0,0,0,0,1,,0,0,0,0,,0
LEVOFLOXACIN,GSDSWSVVBLHKDQ,0,0,0,0,0,0,0,0,0,0,0,0
LEVOSULPIRIDE,BGRJTUBHPOOWDU,0,0,,0,0,0,0,0,0,0,,0
LIDOCAINE,NNJVILVZKWQKPM,0,0,0,0,0,0,0,0,0,0,0,0
LINCOMYCIN,OJMMVQQUTAEWLP,0,0,0,0,0,0,0,0,0,0,0,0
LISINOPRIL,RLAWWYSOJDYHDC,0,0,0,0,0,0,0,0,0,0,0,0
LOMEFLOXACIN,ZEKZLJVOYLTDKK,0,0,0,0,0,0,0,0,0,0,0,0
LOMUSTINE,GQYIWUVLTXOXAJ,,,,,,,,0,,0,,
LOPERAMIDE,RDOIQAHITMMDAJ,0,0,0,,,0,,0,0,0,0,0
LORATADINE,JCCNYMKQOSZNPW,0,0,0,0,,0,0,1,,,,1
LORAZEPAM,DIWRORZWFLOCLC,0,0,0,0,0,0,0,,0,,0,0
LOSARTAN,PSIFNNKUMBGKDQ,0,0,0,0,0,0,1,0,0,0,,0
LOVASTATIN,PCZOHLXUXFIOCF,0,0,0,1,0,0,0,1,0,0,1,0
LOXOPROFEN,YMBXTVYHTMGZDW,0,0,0,0,0,0,0,0,0,0,0,0
MANGANESE (II) CHLORIDE,WAEMQWOKJMHJLA,0,0,0,0,0,0,0,1,,0,0,0
MANNITOL,FBPFZTCFMRRESA,0,0,0,0,0,0,0,0,0,0,0,0
MAPROTILINE,QSLMDECMDJKHMQ,0,0,0,,0,0,,0,0,0,,0
MEBENDAZOLE,OPXLLQIJSORQAM,0,,1,0,0,,,1,1,0,1,1
MEFENAMIC ACID,HYYBABOKPJLUIN,0,,0,0,0,0,0,,0,0,,0
MEGESTROL ACETATE,RQZAXGRLVPAYTJ,1,,0,,0,0,0,1,0,0,,0
MELATONIN,DRLFMBDRBRZALE,0,0,1,0,1,0,0,0,0,0,0,0
MELOXICAM,ZRVUJXDFFKFLMG,1,0,0,0,1,0,0,0,0,0,1,0
MELPHALAN,SGDBTWWWUNNDEQ,0,0,0,,0,0,,0,1,0,,1
MEROPENEM,DMJNNHOOLUXYBV,0,0,0,0,0,0,0,0,0,0,,0
MESNA,ZNEWHQLOPFWXOF,0,0,0,0,0,0,0,0,0,0,0,0
MESTRANOL,IMSSROKUHAOUJS,0,0,0,0,1,1,0,1,0,0,0,0
METHAPYRILENE,HNJJXZKZRAWDPF,0,0,0,0,0,0,0,0,0,0,0,0
METHIMAZOLE,PMRYVIKBURPHAH,0,0,0,0,0,0,0,0,0,1,0,0
METHOCARBAMOL,GNXFOGHNGIVQEH,0,0,0,0,0,0,0,0,0,0,0,0
METHOTREXATE,FBOZXECLQNJBKD,0,0,0,0,0,0,,,0,0,0,1
METHYL METHANESULFONATE,MBABOKRGFJTBAE,0,0,0,0,0,0,0,0,0,0,0,0
METHYL SALICYLATE,OSWPMRLSEDHDFF,0,0,0,0,0,0,0,0,0,0,0,0
METHYLDOPA,CJCSPKMFHVPWAR,0,0,0,0,0,0,0,0,0,0,0,0
METHYLPARABEN,LXCFILQKKLGQFO,0,0,0,0,0,0,0,0,0,0,0,0
METOCLOPRAMIDE,TTWJBBZEZQICBI,0,0,0,0,0,0,0,0,0,0,0,0
METOPROLOL,IUBSYMUCCVWXPE,0,0,0,0,0,0,0,0,0,0,0,0
METRONIDAZOLE,VAOCPAMSLUNLGC,0,0,0,0,0,0,0,0,0,0,0,0
MEVASTATIN,AJLFOPYRIVGYMJ,0,0,0,1,0,0,0,,0,,0,0
MEXILETINE,VLPIATFUUWWMKC,0,0,0,0,0,0,0,0,0,0,0,0
MIANSERIN,UEQUQVLFIPOEMF,0,,0,0,,0,0,0,0,0,,0
MICONAZOLE,BYBLEWFAAKGYCD,0,0,1,1,0,0,0,,0,,0,
MIFEPRISTONE,VKHAHZOOUSRJNA,1,0,0,,,0,,1,,0,1,1
MITOMYCIN C,NWIBSHFKIJFRCO,0,0,0,,,0,,,0,0,0,1
MITOTANE,JWBOIMRXGHLCPP,0,0,0,0,1,1,0,0,0,0,1,
MITOXANTRONE,KKZJGLLVHKMTCM,0,,,,0,,0,,1,,0,1
MLN-518,UXXQOJXBIDBUAC,0,,,,0,,0,1,,0,,1
MOCLOBEMIDE,YHXISWVBGDMDLQ,1,1,0,0,1,0,0,0,0,0,0,0
MODAFINIL,YFGHCGITMMYXAQ,0,0,0,0,0,0,0,0,0,0,0,0
MONOCROTALINE,QVCMHGGNRFRMAD,0,0,0,0,0,0,0,0,0,0,0,0
MOSAPRIDE,YPELFRMCRYSPKZ,0,0,1,0,0,0,,,0,0,,0
MOXONIDINE,WPNJAUFVNXKLIM,0,0,1,,0,0,0,0,0,0,0,0
MYCOPHENOLATE MOFETIL,RTGDFNSFWBGLEC,0,,,,1,,,1,0,0,0,1
"N,N-DIMETHYLFORMAMIDE",ZMXDDKWLCZADIW,0,0,0,0,0,0,0,0,0,0,0,0
N-NITROSODIETHYLAMINE,WBNQDOYYEUMPFS,0,0,0,0,1,0,0,0,0,0,0,0
N-NITROSODIMETHYLAMINE,UMFJAHHVKNCGLG,0,0,0,0,0,0,0,0,0,0,0,0
NABUMETONE,BLXXJMDCKKHMKV,0,0,,,1,0,0,1,1,0,0,0
NADOLOL,VWPOSFSPZNDTMJ,0,0,0,0,0,0,0,0,0,0,0,0
NAFENOPIN,XJGBDJOMWKAZJS,0,0,0,0,1,0,1,,0,,0,0
NALOXONE,UZHSEJADLWPNLE,0,0,0,0,0,0,0,0,0,0,0,0
NAPROXEN,CMWTZPSULFXXJA,0,0,0,0,0,0,0,0,0,0,0,0
NATEGLINIDE,OELFLUMRDSZNSF,0,0,0,,0,0,0,0,0,0,0,0
NEOSTIGMINE BROMIDE,ALWKGYPQUAPLQC,0,0,0,0,0,0,0,0,0,0,,0
NETILMICIN,CIDUJQMULVCIBT,,,,,,,,0,,0,,
NEVIRAPINE,NQDJXKOVJZTUJA,0,0,0,0,0,0,0,0,0,0,0,0
NIACIN,PVNIIMVLHYAWGP,0,0,0,0,0,0,0,0,0,0,0,0
NIACINAMIDE,DFPAKSUCGFBDDF,0,0,0,0,0,0,0,0,0,0,0,0
NICOTINE,SNICXCGAKADSCV,0,0,0,0,0,0,0,0,0,0,0,0
NIFEDIPINE,HYIMSNHJOBLJNT,0,0,1,1,0,0,0,0,0,0,0,0
NIMESULIDE,HYWYRSMBCFDLJT,0,0,0,0,0,0,0,0,0,0,1,0
NIMETAZEPAM,GWUSZQUVEVMBPI,1,0,,,,0,0,0,1,0,,0
NIMODIPINE,UIAGMCDKSXEBJQ,0,0,1,0,0,0,0,,0,0,,0
NISOLDIPINE,VKQFCGNPDRICFG,0,,1,,,0,,,,1,,
NITRAZEPAM,KJONHKAYOJNZEC,0,0,0,0,0,0,0,0,0,0,0,0
NITRENDIPINE,PVHUJELLJLJGLN,0,0,,0,,0,0,0,0,0,1,0
NITROBENZENE,LQNUZADURLCDLV,0,0,0,0,0,0,0,0,0,0,0,0
NITROFURANTOIN,NXFQHRVNIOXGAQ,0,,0,,0,0,,1,0,0,1,0
NIZATIDINE,SGXXNSQHWDMGGP,0,0,0,0,0,0,0,0,0,0,0,0
NOREPINEPHRINE,SFLSHLFXELFNJZ,0,0,,0,0,0,0,0,0,0,0,0
NORETHINDRONE,VIKNJXKGJWUCNN,1,1,0,0,1,1,0,1,0,0,0,0
NORETHINDRONE ACETATE,IMONTRJLAWHYGT,1,1,0,,1,1,,,,,0,0
NORFLOXACIN,OGJPXUAPXNRGGI,0,0,0,0,0,0,0,0,0,0,0,0
NORTRIPTYLINE,PHVGLTMQBUFIQQ,0,0,0,,0,0,,,0,,,0
NOSCAPINE,AKNNEGZIBPJZJG,0,0,0,0,0,0,0,0,0,0,0,
NYSTATIN,VQOXZBDYSJBXMA,0,0,0,0,0,0,0,,0,,0,0
OFLOXACIN,GSDSWSVVBLHKDQ,0,0,0,0,0,0,0,0,0,0,0,0
OLANZAPINE,KVWDHTXUZHCGIO,0,0,,0,0,0,0,0,0,0,0,0
OMEPRAZOLE,SUBDBMMJDZJVOS,0,0,1,0,,0,0,1,0,0,0,0
ONDANSETRON,FELGMEQIXOGIFQ,0,0,0,0,0,0,0,0,0,0,0,0
OUABAIN,LPMXVESGRSUGHW,0,1,0,1,,0,,,,0,1,0
OXALIPLATIN,SSJXIUAHEKJCMH,0,0,0,0,0,0,0,0,0,0,0,0
OXAPROZIN,OFPXSFXSNFPTHF,0,0,0,0,,0,1,,0,0,0,0
OXCARBAZEPINE,CTRLABGOLIVAIY,0,0,,0,0,0,0,0,0,0,0,0
OXFENDAZOLE,BEZZFPOZAYTVHN,0,0,1,0,0,0,0,0,0,0,0,1
OXICONAZOLE,QRJJEGAJXVEBNE,0,0,1,1,0,0,0,,0,1,0,
OXYBUTYNIN,XIQVNETUBQGFHX,0,0,0,0,0,0,0,,0,,,0
OXYMETAZOLINE,WYWIFABBXFUGLM,0,0,0,0,0,0,0,0,0,0,0,0
OXYMETHOLONE,ICMWWNHDUZJFDW,1,1,0,,1,1,,1,0,1,,
OXYQUINOLINE,MCJGNVYPOGVAJF,0,0,0,,1,1,,0,0,0,0,1
PANTOPRAZOLE,IQPSEEYGBUAQFF,0,0,1,0,0,0,0,1,0,0,0,0
PAPAVERINE,XQYZDYMELSJDRZ,0,0,,0,,0,0,1,0,0,,0
PAROXETINE,AHOUBRCZNHFOSL,0,0,0,,,0,,,0,,,
PEMOLINE,NRNCYVBFPDDJNE,0,0,0,0,0,0,0,0,0,0,0,0
PENCICLOVIR,JNTOCHDNEULJHD,0,0,0,0,0,0,0,0,0,0,0,0
PENICILLIN G,JGSARLDLIJGVTE,0,0,0,0,0,0,0,0,0,0,0,0
PENTAMIDINE,XDRYMKDFEDOLFX,0,0,0,1,,0,0,1,,0,1,0
PENTOBARBITAL,WEXRUCMBJFQVBZ,0,0,0,0,0,0,0,,0,,0,0
PENTOXIFYLLINE,BYPFEZZEUUWMEJ,0,0,0,0,0,0,0,0,0,0,0,0
PERGOLIDE,YEHCICAEULNIGD,0,0,,0,,0,0,0,0,0,0,0
PERHEXILINE,CYXKNKQEMFBLER,0,,,,,,,,,,1,
PHENACEMIDE,XPFRXWCVYUEORT,0,0,0,0,1,0,0,0,0,0,0,0
PHENACETIN,CPJSUEIXXCENMM,0,0,0,0,0,0,0,0,0,0,0,0
PHENELZINE,RMUCZJUITONUFY,1,0,1,,1,0,0,1,0,0,0,0
PHENOBARBITAL,DDBREPKUVSBGFI,0,0,0,0,0,0,0,0,0,0,0,0
PHENOTHIAZINE,WJFKNYWRSNBZNX,0,0,0,0,1,0,0,0,0,0,1,0
PHENTOLAMINE,MRBDMNSDAVCSSF,0,0,0,0,,0,0,,0,0,,
PHENYLBUTAZONE,VYMDGNCVAMGZFE,0,0,0,0,0,0,0,0,0,0,1,0
PHENYLHYDRAZINE,HKOOXMFOFWEVGF,0,0,1,0,0,0,,1,0,0,1,0
PHENYTOIN,CXOFVDLJLONNDW,0,0,0,0,0,0,0,0,0,0,0,0
PIOGLITAZONE,HYAFETHFCAUJAY,0,0,0,0,,0,1,1,0,0,1,0
PIRACETAM,GMZVRMREEHBGGF,0,0,0,0,0,0,0,0,0,0,0,0
PIRINIXIC ACID,SZRPDCCEHVWOJX,0,,0,0,0,0,1,,0,0,0,0
PIROXICAM,QYSPLQLAKJAUJT,0,0,1,0,0,0,0,0,0,0,1,0
PODOPHYLLOTOXIN,YJGVMLPVUAXIQN,0,,1,0,0,,,,1,0,1,0
PRALIDOXIME CHLORIDE,JBKPUQTUERUYQE,0,0,0,0,0,0,0,0,0,0,0,0
PRAMOXINE,DQKXQSGTHWVTAD,0,0,,,0,0,0,1,0,0,,0
PRAVASTATIN,TUZYXOIXSAXUGO,0,0,0,0,0,0,0,0,0,0,0,0
PRAZIQUANTEL,FSVJFNAIGNNGKK,0,0,0,0,1,0,0,0,0,0,0,0
PRAZOSIN,IENZQIKPVFGBNW,0,,,,0,0,0,0,,0,0,
PREDNISOLONE,OIGNJSKKLXVSLS,1,1,0,,0,0,0,0,0,0,0,0
PREDNISONE,XOFYZVNMUHMLCC,1,1,0,0,1,0,0,0,0,0,0,0
PRIMAQUINE,INDBQLZJXZLFIT,0,0,,0,,0,0,,0,0,0,0
PRIMIDONE,DQMZLTXERSFNPB,0,0,0,0,0,0,0,0,0,0,0,0
PROBENECID,DBABZHXKTCFAPX,1,0,0,0,0,1,0,0,0,0,0,0
PROCAINAMIDE,REQCZEXYDRLIBE,0,0,0,0,0,0,0,0,0,0,0,0
PROCAINE,MFDFERRIHVXMIY,0,0,0,0,0,0,0,0,0,0,0,0
PROCARBAZINE,CPTBDICYNRMXFX,0,0,,0,0,0,0,0,0,0,0,0
PROCHLORPERAZINE,WIKYUJGCLQQFNW,0,0,1,,,0,,,,0,,
PROGESTERONE,RJKFOVLPORLFTN,1,1,0,0,1,0,,,0,0,,0
PROGLUMIDE,DGMKFQYCZXERLX,0,0,0,0,0,0,0,0,0,0,0,0
PROMAZINE,ZGUGWUXLJSTTMA,1,0,0,,0,0,0,0,0,0,,0
PROMETHAZINE,PWWVAXIEGOYWEE,0,0,0,0,0,0,0,0,0,0,,0
PROPRANOLOL,AQHHHDLHHXJYJD,0,0,,0,0,0,0,0,0,0,,0
PROPYLENE GLYCOL,DNIAPMSPPWPWGF,0,0,0,0,0,0,0,0,0,0,0,0
PROPYLTHIOURACIL,KNAHARQHSZJURB,0,0,0,0,1,0,0,0,0,0,0,0
PYRAZINAMIDE,IPEHBUMCGVEMRF,0,0,0,0,0,0,0,0,0,0,0,0
PYRIDINE,JUJWROOIHBZHMG,0,0,0,0,0,0,0,0,0,0,0,0
PYRILAMINE,YECBIJXISLIIDS,0,0,0,0,0,0,0,0,0,0,1,0
PYROGALLOL,WQGWDDDVZFFDIG,0,0,1,0,1,1,0,0,0,0,1,1
QUETIAPINE,URKOMYMAXPYINW,0,0,0,0,0,0,0,0,0,0,,0
QUINAPRIL,JSDRRTOADPPCHY,0,0,1,0,0,0,0,0,0,0,0,0
RABEPRAZOLE,YREYEVIYCVEVJK,1,0,1,,,0,0,1,0,0,0,0
RACEPINEPHRINE,UCTWMZQNUQWSLP,0,0,,0,0,0,0,0,0,0,0,0
RALOXIFENE,GZUITABIAKMVPG,0,,0,1,,,,0,0,1,1,1
RAMIPRIL,HDACQVRGBOVJII,0,0,0,0,0,0,0,0,0,0,,0
RANITIDINE,VMXUWOKSQNHOCA,0,0,0,0,0,0,0,0,0,0,0,0
RAPAMYCIN,QFJCIRLUMZQUOT,0,,0,1,,0,,,,,1,
RIFAMPIN,JQXXHWHPUNPDRT,0,0,0,0,0,0,0,0,0,0,1,0
RIFAPENTINE,WDZCUPBHRAEYDL,0,0,0,,,0,,,0,,1,
RISPERIDONE,RAPZEAPATHNIPO,0,0,0,0,0,0,0,,0,0,0,0
RITONAVIR,NCDNCNXCDXHOMX,0,0,0,0,,0,,,,0,0,0
ROFECOXIB,RZJQGNCSTQAWON,0,0,0,0,0,0,0,,0,,0,0
ROLIPRAM,HJORMJIFDVBMOB,0,0,0,0,0,0,0,0,0,0,0,0
ROSIGLITAZONE,YASAKCUCGLMORW,0,,0,0,0,0,1,1,0,0,1,0
ROXARSONE,XMVJITFPVVRMHC,0,0,0,0,0,0,0,0,0,0,0,0
ROXITHROMYCIN,RXZBMPWDPOLZGW,0,0,0,0,0,0,0,0,0,0,0,0
SAFROLE,ZMQAAUBTXCXRIC,0,0,0,0,0,0,0,0,0,0,0,0
SALICYLAMIDE,SKZKKFZAGNVIMN,0,0,0,0,0,0,0,0,0,0,0,0
SALICYLIC ACID,YGSDEFSMJLZEOE,0,0,0,0,0,0,0,0,0,0,0,0
SAQUINAVIR,QWAXKHKRTORLEM,0,0,0,,,0,,,,,1,
SECOBARBITAL,KQPKPCNLIDLUMF,0,0,0,0,0,0,0,0,0,0,0,0
SERTRALINE,VGKDLMBJGBXTGI,0,0,0,,,0,,,,,,
SIBUTRAMINE,UNAANXDKBXWMLN,0,0,0,0,0,0,0,0,0,0,0,0
SILDENAFIL,BNRNXUUZRGQAQC,0,0,0,0,0,0,0,0,0,0,,0
SIMVASTATIN,RYMZZMVNJRMUDD,1,0,0,1,1,0,0,1,0,,,0
SISOMICIN,URWAJWIAIPFPJE,,,,,,,,0,,0,,
SODIUM SELENITE,MCAHWIHFGHIESP,0,0,0,0,0,0,0,0,,0,0,0
SOTALOL,ZBMZVLHSJCTVON,1,0,0,0,0,0,0,0,0,0,0,0
SPARFLOXACIN,DZZWHBIBMUVIIW,1,0,0,0,0,0,0,0,0,0,0,0
SPARTEINE,SLRCCWJSBJZJBV,0,0,0,0,0,0,0,0,0,0,0,0
SPIRONOLACTONE,LXMSZDCAJNLERA,1,1,0,1,0,0,,,0,0,,1
STAVUDINE,XNKLLVCARDGLGL,0,0,0,0,0,0,0,0,0,0,0,0
STREPTOMYCIN,UCSJYZPVAKXKNQ,0,0,0,0,0,0,0,,0,,0,0
STREPTOZOTOCIN,ZSJLQEPLLKMAKR,0,0,0,0,0,0,0,0,0,0,0,0
SULBACTAM,FKENQMMABCRJMK,0,0,0,0,0,0,,,0,0,0,
SULCONAZOLE,AFNXATANNDIXLG,0,0,0,1,0,0,0,,0,1,,
SULFADIAZINE,SEEPANYCNGTZFQ,0,0,0,0,0,0,0,,0,,0,0
SULFADIMETHOXINE,ZZORFUFYDOWNEF,0,0,0,0,0,0,0,0,0,0,0,0
SULFADOXINE,PJSFRIWCGOHTNF,0,0,0,0,0,0,0,0,0,0,0,0
SULFAMETHOXAZOLE,JLKIGFTWXXRPMT,0,0,0,0,0,0,0,0,0,0,0,0
SULFANILAMIDE,FDDDEECHVMSUSB,0,0,0,1,0,0,0,0,0,0,0,0
SULFAPHENAZOLE,QWCJHSGMANYXCW,0,0,0,0,0,0,0,0,0,0,0,0
SULFATHIAZOLE,JNMRHUJNCSQMMB,0,0,0,0,0,0,0,0,0,1,0,0
SULFINPYRAZONE,MBGGBVCUIVRRBF,0,0,0,0,0,0,0,0,0,0,0,0
SULFISOXAZOLE,NHUHCSRWZMLRLA,0,1,0,0,1,0,0,0,0,0,0,0
SULINDAC,MLKXDPUZXIRXEP,0,0,1,0,0,0,0,1,0,0,0,0
SULPIRIDE,BGRJTUBHPOOWDU,0,0,,0,0,0,0,0,0,0,,0
SUMATRIPTAN,KQKPFRSPSRPDEB,0,0,0,0,0,0,0,0,0,0,,0
SUXAMETHONIUM CHLORIDE,AXOIZCJOOAYSMI,0,0,0,0,0,0,0,0,0,0,0,0
TACRINE,YLJREFDVOIBQDA,0,0,1,0,1,0,0,0,0,0,0,0
TACROLIMUS,QJJXYPPXXYFBGM,0,0,0,,0,0,,,,,1,0
TAMOXIFEN,NKANXQFJJICGDU,0,0,0,1,1,1,0,,0,,,
TAZOBACTAM,LPQZKKCYTLCDGQ,0,0,0,0,0,,,,0,0,,
TEGAFUR,WFWLQNSHRPWKFK,0,0,0,0,0,0,0,0,0,0,0,0
TEMAFLOXACIN,QKDHBVNJCZBTMR,0,0,0,0,0,0,0,0,0,0,0,0
TENIDAP,IZSFDUMVCVVWKW,0,,1,,,0,,,,0,1,1
TERAZOSIN,VCKUSRYTPJJLNI,0,0,0,0,0,0,0,0,0,0,,0
TERBINAFINE,DOMXUEMWDBAQBQ,0,0,0,0,0,0,0,,0,0,0,0
TERBUTALINE,XWTYSIMOBUGWOL,0,0,0,0,0,0,0,0,0,0,0,0
TERFENADINE,GUGOEEXESWIERI,0,0,0,0,0,0,0,,0,,,
TESTOSTERONE,MUMGGOZAMZWBJJ,1,1,0,,1,1,0,,0,,0,0
TETRACAINE,GKCBAIGFKIBETG,0,0,,,0,0,0,0,0,0,0,0
THALIDOMIDE,UEJJHQNACJXSKW,0,0,0,0,0,0,0,0,0,0,0,0
THEOPHYLLINE,ZFXYFBGIUFBOJW,0,0,0,0,1,0,0,0,0,0,0,0
THIABENDAZOLE,WJCNZQLZVWNLKY,0,0,1,,1,0,0,0,1,0,0,0
THIAMPHENICOL,OTVAEFIXJLOWRX,0,0,0,0,0,0,0,0,0,0,0,0
THIMEROSAL,HXQVQGWHFRNKMS,0,1,,,,1,1,1,1,1,,1
THIOACETAMIDE,YUKQRDCYNOVPGJ,0,0,,0,0,0,0,0,0,0,0,0
THIOGUANINE,WYWHKKSPHMUBEB,0,0,1,1,1,1,0,1,0,0,0,1
THIORIDAZINE,KLBQZWRITKRQQV,0,0,0,,,0,,,,0,,
TIAPRIDE,JTVPZMFULRWINT,0,0,0,0,0,0,0,0,0,0,0,0
TICLOPIDINE,PHWBOXQYWZNQIN,0,0,0,0,1,1,0,0,0,0,,0
TICRYNAFEN,AGHANLSBXUWXTB,0,0,0,0,0,0,0,,0,,0,0
TIMOLOL,BLJRIMJGRPQVNF,0,0,0,0,0,0,0,0,0,0,0,0
TINIDAZOLE,HJLSLZFTEKNLFI,0,0,0,0,1,1,0,0,0,0,0,0
TOBRAMYCIN,NLVFBUXFDBBNBW,0,0,0,0,0,0,0,,0,,0,0
TOCAINIDE,BUJAGSGYPOAWEI,0,0,0,0,0,0,0,0,0,0,0,0
TOLAZAMIDE,OUDSBRTVNLOZBN,0,0,0,0,1,0,0,0,0,0,0,0
TORSEMIDE,NGBFQHCMQULJNZ,0,0,0,0,0,0,,0,0,0,0,0
TOSUFLOXACIN,WUWFMDMBOJLQIV,0,1,,0,0,0,,1,0,0,0,0
TRAMADOL,TVYLLZQTGLZFBW,0,0,0,0,0,0,0,0,0,0,0,0
TRANEXAMIC ACID,GYDJEQRTZSCIOI,0,0,0,0,0,0,0,,0,,0,0
TRANILAST,NZHGWWWHIYHZNX,0,,,,0,0,,,1,,,0
TRANS-PLATINUM(II)DIAMMINE DICHLORIDE,QGZKDVFQNNGYKY,0,0,0,0,0,0,0,1,0,0,0,0
TRETINOIN,SHGAZHPCJJPHSC,0,0,0,,,0,1,,0,0,,0
TRIACETIN,URAYPUMNDPQOKB,0,0,1,0,1,0,0,0,0,0,0,0
TRIAMTERENE,FNYLWPVRPXGIIP,0,,1,,1,,,,1,,0,1
TRICHLOROACETIC ACID,YNJBWRMUSHSURL,0,0,0,0,0,0,0,0,0,0,0,0
TRICHLOROETHANE,UOCLXMDMGBRAIB,0,0,0,0,0,0,0,0,0,0,0,0
TRICHLOROETHYLENE,XSTXAVWGXDQKEL,0,0,0,0,0,0,0,0,0,0,,0
TRIHEXYPHENIDYL,HWHLPVGTWGOCJO,0,0,0,0,0,0,0,0,0,0,,0
TRIMETHADIONE,IRYJRGCIQBGHIV,0,0,0,0,0,0,0,0,0,0,0,0
TROGLITAZONE,GXPHKUHSUJUWKP,0,0,0,,,0,1,1,0,1,1,1
TROPISETRON,ZNRGQMMCGHDTEI,0,0,0,0,0,0,0,0,0,0,0,0
TROVAFLOXACIN,WVPSKSLAZQPAKQ,0,1,0,1,,,1,1,0,0,,1
TROXIPIDE,YSIITVVESCNIPR,0,0,0,0,0,0,0,0,0,0,0,0
UBENIMEX,VGGGPCQERPFHOB,1,0,0,0,0,0,0,,0,,0,0
URETHANE,JOYRKODLDBILNP,0,0,0,0,0,0,0,0,0,0,0,0
VALACYCLOVIR,HDOVUKNUBWVHOX,0,0,0,0,0,0,0,0,0,0,0,0
VALDECOXIB,LNPDTQAFDNKSHK,0,,0,0,0,0,0,0,0,0,,0
VALPROIC ACID,NIJJYAXOARWZEE,0,0,0,0,0,0,0,0,0,0,0,0
VALSARTAN,ACWBQPMHZXGDFX,0,0,0,0,0,0,0,,0,,0,0
VANCOMYCIN,MYPYJXKWCTUITO,1,0,0,0,0,0,0,,0,,0,0
VECURONIUM BROMIDE,BGSZAXLLHYERSY,0,0,0,0,1,0,0,,0,0,0,0
VENLAFAXINE,PNVNVHUZROJLTJ,0,0,0,0,0,0,0,0,0,0,0,0
VERAPAMIL,SGTNSNPWRIOYBX,0,0,0,0,,0,,0,0,0,,0
VINBLASTINE,JXLYSJRDGCGARV,0,,0,,,,,1,1,1,1,1
VINCRISTINE,OGWKCGZFUXNPDA,0,,,0,,,,,1,0,,
VINORELBINE,GBABOYUKABKIAF,,,,,,,,,,0,,
WARFARIN,PJVWKTKQMONHTI,0,0,0,0,0,0,1,0,0,0,1,0
ZALEPLON,HUNXMJYCHXQEGX,0,0,0,,0,0,0,0,0,0,0,0
