compound_name,inchikey,connectivity,in_tggates,tggates_liver,tggates_kidney,in_drugmatrix,cross_platform_replicate,in_tox21,tox21_assays_labelled,tox21_assays_active,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53
Ifosfamide,HOMGKSMUEGBAAB-UHFFFAOYSA-N,HOMGKSMUEGBAAB,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
"imatinib, methanesulfonate salt",KTUFNOKKBVMGRW-UHFFFAOYSA-N,KTUFNOKKBVMGRW,Y,Y,,Y,Y,Y,9,2,0,0,1,,0,0,0,,,0,1,0
imipramine,BCGWQEUPMDMJNV-UHFFFAOYSA-N,BCGWQEUPMDMJNV,Y,Y,Y,,,Y,8,0,0,0,0,0,,0,,,0,0,,0
Indinavir,CBVCZFGXHXORBI-PXQQMZJSSA-N,CBVCZFGXHXORBI,,,,Y,,Y,9,0,,0,0,,,0,0,0,0,0,0,0
indomethacin,CGIGDMFJXJATDK-UHFFFAOYSA-N,CGIGDMFJXJATDK,Y,Y,Y,Y,Y,Y,11,1,0,,0,0,0,0,1,0,0,0,0,0
Ipriflavone,SFBODOKJTYAUCM-UHFFFAOYSA-N,SFBODOKJTYAUCM,,,,Y,,Y,10,4,0,0,1,,1,0,0,1,1,0,,0
iproniazid,NYMGNSNKLVNMIA-UHFFFAOYSA-N,NYMGNSNKLVNMIA,Y,Y,,Y,Y,Y,11,2,0,0,,0,1,1,0,0,0,0,0,0
Irinotecan,UWKQSNNFCGGAFS-XIFFEERXSA-N,UWKQSNNFCGGAFS,,,,Y,,Y,8,2,0,0,0,,,0,,,0,0,1,1
Isoeugenol,BJIOGJUNALELMI-ONEGZZNKSA-N,BJIOGJUNALELMI,,,,Y,,Y,6,0,0,0,,,,,0,,0,0,,0
isoniazid,QRXWMOHMRWLFEY-UHFFFAOYSA-N,QRXWMOHMRWLFEY,Y,Y,,Y,Y,Y,12,1,0,0,1,0,0,0,0,0,0,0,0,0
Isoprenaline,JWZZKOKVBUJMES-UHFFFAOYSA-N,JWZZKOKVBUJMES,,,,Y,,Y,12,1,0,0,1,0,0,0,0,0,0,0,0,0
Isotretinoin,SHGAZHPCJJPHSC-XFYACQKRSA-N,SHGAZHPCJJPHSC,,,,Y,,Y,8,1,0,0,0,,,0,1,,0,0,,0
Itraconazole,VHVPQPYKVGDNFY-ZPGVKDDISA-N,VHVPQPYKVGDNFY,,,,Y,,Y,10,1,0,0,,0,,0,0,1,0,0,0,0
Kanamycin,SBUJHOSQTJFQJX-NOAMYHISSA-N,SBUJHOSQTJFQJX,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Ketamine,YQEZLKZALYSWHR-UHFFFAOYSA-N,YQEZLKZALYSWHR,,,,Y,,Y,10,0,0,0,0,0,0,0,0,,0,,0,0
ketoconazole,XMAYWYJOQHXEEK-ZEQKJWHPSA-N,XMAYWYJOQHXEEK,Y,Y,Y,Y,Y,Y,10,3,0,0,1,0,,0,0,1,0,1,,0
Ketoprofen,DKYWVDODHFEZIM-UHFFFAOYSA-N,DKYWVDODHFEZIM,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Ketorolac,OZWKMVRBQXNZKK-UHFFFAOYSA-N,OZWKMVRBQXNZKK,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
L-Phenylephrine,SONNWYBIRXJNDC-VIFPVBQESA-N,SONNWYBIRXJNDC,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
labetalol,SGUAFYQXFOLMHL-UHFFFAOYSA-N,SGUAFYQXFOLMHL,Y,Y,,Y,Y,Y,10,0,0,0,0,0,0,0,0,,0,,0,0
Lacidipine,GKQPCPXONLDCMU-CCEZHUSRSA-N,GKQPCPXONLDCMU,,,,Y,,Y,8,7,0,,1,1,,1,1,1,,1,,1
Lamivudine,JTEGQNOMFQHVDC-NKWVEPMBSA-N,JTEGQNOMFQHVDC,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Lamotrigine,PYZRQGJRPPTADH-UHFFFAOYSA-N,PYZRQGJRPPTADH,,,,Y,,Y,10,0,0,0,,0,0,0,0,0,0,0,,0
Lansoprazole,MJIHNNLFOKEZEW-UHFFFAOYSA-N,MJIHNNLFOKEZEW,,,,Y,,Y,10,2,0,0,1,,,0,0,1,0,0,0,0
Leflunomide,VHOGYURTWQBHIL-UHFFFAOYSA-N,VHOGYURTWQBHIL,,,,Y,,Y,10,5,0,,1,,0,0,0,1,1,1,1,0
Letrozole,HPJKCIUCZWXJDR-UHFFFAOYSA-N,HPJKCIUCZWXJDR,,,,Y,,Y,12,1,0,0,0,1,0,0,0,0,0,0,0,0
Leucovorin,VVIAGPKUTFNRDU-ABLWVSNPSA-N,VVIAGPKUTFNRDU,,,,Y,,Y,10,0,0,0,0,0,0,0,0,,0,,0,0
Levamisole,HLFSDGLLUJUHTE-SNVBAGLBSA-N,HLFSDGLLUJUHTE,,,,Y,,Y,10,1,0,0,0,0,1,,0,0,0,0,,0
Levofloxacin,GSDSWSVVBLHKDQ-JTQLQIEISA-N,GSDSWSVVBLHKDQ,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Lidocaine,NNJVILVZKWQKPM-UHFFFAOYSA-N,NNJVILVZKWQKPM,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Lincomycin,OJMMVQQUTAEWLP-KIDUDLJLSA-N,OJMMVQQUTAEWLP,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Lisinopril,RLAWWYSOJDYHDC-BZSNNMDCSA-N,RLAWWYSOJDYHDC,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Lomefloxacin,ZEKZLJVOYLTDKK-UHFFFAOYSA-N,ZEKZLJVOYLTDKK,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
lomustine,GQYIWUVLTXOXAJ-UHFFFAOYSA-N,GQYIWUVLTXOXAJ,Y,Y,Y,Y,Y,Y,2,0,,,,,,,,0,,0,,
Loperamide,RDOIQAHITMMDAJ-UHFFFAOYSA-N,RDOIQAHITMMDAJ,,,,Y,,Y,9,0,0,0,0,,,0,,0,0,0,0,0
Loratadine,JCCNYMKQOSZNPW-UHFFFAOYSA-N,JCCNYMKQOSZNPW,,,,Y,,Y,8,2,0,0,0,0,,0,0,1,,,,1
Lorazepam,DIWRORZWFLOCLC-UHFFFAOYSA-N,DIWRORZWFLOCLC,,,,Y,,Y,10,0,0,0,0,0,0,0,0,,0,,0,0
Losartan,PSIFNNKUMBGKDQ-UHFFFAOYSA-N,PSIFNNKUMBGKDQ,,,,Y,,Y,11,1,0,0,0,0,0,0,1,0,0,0,,0
Lovastatin,PCZOHLXUXFIOCF-BXMDZJJMSA-N,PCZOHLXUXFIOCF,,,,Y,,Y,12,3,0,0,0,1,0,0,0,1,0,0,1,0
Loxoprofen,YMBXTVYHTMGZDW-UHFFFAOYSA-N,YMBXTVYHTMGZDW,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Manganese (Ii) Chloride,WAEMQWOKJMHJLA-UHFFFAOYSA-N,WAEMQWOKJMHJLA,,,,Y,,Y,11,1,0,0,0,0,0,0,0,1,,0,0,0
Mannitol,FBPFZTCFMRRESA-KVTDHHQDSA-N,FBPFZTCFMRRESA,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Maprotiline,QSLMDECMDJKHMQ-UHFFFAOYSA-N,QSLMDECMDJKHMQ,,,,Y,,Y,9,0,0,0,0,,0,0,,0,0,0,,0
Mebendazole,OPXLLQIJSORQAM-UHFFFAOYSA-N,OPXLLQIJSORQAM,,,,Y,,Y,9,5,0,,1,0,0,,,1,1,0,1,1
mefenamic acid,HYYBABOKPJLUIN-UHFFFAOYSA-N,HYYBABOKPJLUIN,Y,Y,,Y,Y,Y,9,0,0,,0,0,0,0,0,,0,0,,0
Megestrol Acetate,RQZAXGRLVPAYTJ-GQFGMJRRSA-N,RQZAXGRLVPAYTJ,,,,Y,,Y,9,2,1,,0,,0,0,0,1,0,0,,0
Melatonin,DRLFMBDRBRZALE-UHFFFAOYSA-N,DRLFMBDRBRZALE,,,,Y,,Y,12,2,0,0,1,0,1,0,0,0,0,0,0,0
meloxicam,ZRVUJXDFFKFLMG-UHFFFAOYSA-N,ZRVUJXDFFKFLMG,Y,Y,,Y,Y,Y,12,3,1,0,0,0,1,0,0,0,0,0,1,0
Melphalan,SGDBTWWWUNNDEQ-LBPRGKRZSA-N,SGDBTWWWUNNDEQ,,,,Y,,Y,9,2,0,0,0,,0,0,,0,1,0,,1
Meropenem,DMJNNHOOLUXYBV-PQTSNVLCSA-N,DMJNNHOOLUXYBV,,,,Y,,Y,11,0,0,0,0,0,0,0,0,0,0,0,,0
Mesna,ZNEWHQLOPFWXOF-UHFFFAOYSA-N,ZNEWHQLOPFWXOF,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Mestranol,IMSSROKUHAOUJS-MJCUULBUSA-N,IMSSROKUHAOUJS,,,,Y,,Y,12,3,0,0,0,0,1,1,0,1,0,0,0,0
metformin,XZWYZXLIPXDOLR-UHFFFAOYSA-N,XZWYZXLIPXDOLR,Y,Y,,,,Y,11,0,0,0,0,,0,0,0,0,0,0,0,0
methapyrilene,HNJJXZKZRAWDPF-UHFFFAOYSA-N,HNJJXZKZRAWDPF,Y,Y,,Y,Y,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
methimazole,PMRYVIKBURPHAH-UHFFFAOYSA-N,PMRYVIKBURPHAH,Y,Y,,Y,Y,Y,12,1,0,0,0,0,0,0,0,0,0,1,0,0
Methocarbamol,GNXFOGHNGIVQEH-UHFFFAOYSA-N,GNXFOGHNGIVQEH,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Methotrexate,FBOZXECLQNJBKD-ZDUSSCGKSA-N,FBOZXECLQNJBKD,,,,Y,,Y,10,1,0,0,0,0,0,0,,,0,0,0,1
Methyl Methanesulfonate,MBABOKRGFJTBAE-UHFFFAOYSA-N,MBABOKRGFJTBAE,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Methyl Salicylate,OSWPMRLSEDHDFF-UHFFFAOYSA-N,OSWPMRLSEDHDFF,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
methyldopa,CJCSPKMFHVPWAR-JTQLQIEISA-N,CJCSPKMFHVPWAR,Y,Y,,Y,Y,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Methylparaben,LXCFILQKKLGQFO-UHFFFAOYSA-N,LXCFILQKKLGQFO,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
methyltestosterone,GCKMFJBGXUYNAG-HLXURNFRSA-N,GCKMFJBGXUYNAG,Y,Y,Y,Y,Y,Y,11,5,1,1,0,0,1,1,0,,0,0,0,1
Metoclopramide,TTWJBBZEZQICBI-UHFFFAOYSA-N,TTWJBBZEZQICBI,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Metoprolol,IUBSYMUCCVWXPE-UHFFFAOYSA-N,IUBSYMUCCVWXPE,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Metronidazole,VAOCPAMSLUNLGC-UHFFFAOYSA-N,VAOCPAMSLUNLGC,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Mevastatin,AJLFOPYRIVGYMJ-INTXDZFKSA-N,AJLFOPYRIVGYMJ,,,,Y,,Y,10,1,0,0,0,1,0,0,0,,0,,0,0
mexiletine,VLPIATFUUWWMKC-UHFFFAOYSA-N,VLPIATFUUWWMKC,Y,Y,,Y,Y,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Mianserin,UEQUQVLFIPOEMF-UHFFFAOYSA-N,UEQUQVLFIPOEMF,,,,Y,,Y,9,0,0,,0,0,,0,0,0,0,0,,0
Miconazole,BYBLEWFAAKGYCD-UHFFFAOYSA-N,BYBLEWFAAKGYCD,,,,Y,,Y,9,2,0,0,1,1,0,0,0,,0,,0,
Mifepristone,VKHAHZOOUSRJNA-GCNJZUOMSA-N,VKHAHZOOUSRJNA,,,,Y,,Y,8,4,1,0,0,,,0,,1,,0,1,1
Mitomycin C,NWIBSHFKIJFRCO-WUDYKRTCSA-N,NWIBSHFKIJFRCO,,,,Y,,Y,8,1,0,0,0,,,0,,,0,0,0,1
Mitotane,JWBOIMRXGHLCPP-UHFFFAOYSA-N,JWBOIMRXGHLCPP,,,,Y,,Y,11,3,0,0,0,0,1,1,0,0,0,0,1,
Mitoxantrone,KKZJGLLVHKMTCM-UHFFFAOYSA-N,KKZJGLLVHKMTCM,,,,Y,,Y,6,2,0,,,,0,,0,,1,,0,1
Mln-518,UXXQOJXBIDBUAC-UHFFFAOYSA-N,UXXQOJXBIDBUAC,,,,Y,,Y,6,2,0,,,,0,,0,1,,0,,1
Moclobemide,YHXISWVBGDMDLQ-UHFFFAOYSA-N,YHXISWVBGDMDLQ,,,,Y,,Y,12,3,1,1,0,0,1,0,0,0,0,0,0,0
Modafinil,YFGHCGITMMYXAQ-UHFFFAOYSA-N,YFGHCGITMMYXAQ,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
monocrotaline,QVCMHGGNRFRMAD-XFGHUUIASA-N,QVCMHGGNRFRMAD,Y,Y,Y,Y,Y,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Mosapride,YPELFRMCRYSPKZ-UHFFFAOYSA-N,YPELFRMCRYSPKZ,,,,Y,,Y,9,1,0,0,1,0,0,0,,,0,0,,0
moxisylyte,VRYMTAVOXVTQEF-UHFFFAOYSA-N,VRYMTAVOXVTQEF,Y,Y,,,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Moxonidine,WPNJAUFVNXKLIM-UHFFFAOYSA-N,WPNJAUFVNXKLIM,,,,Y,,Y,11,1,0,0,1,,0,0,0,0,0,0,0,0
Mycophenolate Mofetil,RTGDFNSFWBGLEC-SYZQJQIISA-N,RTGDFNSFWBGLEC,,,,Y,,Y,7,3,0,,,,1,,,1,0,0,0,1
"N,N-Dimethylformamide",ZMXDDKWLCZADIW-UHFFFAOYSA-N,ZMXDDKWLCZADIW,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
N-methyl-N-nitrosourea,ZRKWMRDKSOPRRS-UHFFFAOYSA-N,ZRKWMRDKSOPRRS,Y,Y,,,,Y,12,1,0,0,0,0,0,0,0,0,0,1,0,0
N-Nitrosodimethylamine,UMFJAHHVKNCGLG-UHFFFAOYSA-N,UMFJAHHVKNCGLG,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
N-nitrosomorpholine,ZKXDGKXYMTYWTB-UHFFFAOYSA-N,ZKXDGKXYMTYWTB,Y,Y,,,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Nabumetone,BLXXJMDCKKHMKV-UHFFFAOYSA-N,BLXXJMDCKKHMKV,,,,Y,,Y,10,3,0,0,,,1,0,0,1,1,0,0,0
Nadolol,VWPOSFSPZNDTMJ-UCWKZMIHSA-N,VWPOSFSPZNDTMJ,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Nafenopin,XJGBDJOMWKAZJS-UHFFFAOYSA-N,XJGBDJOMWKAZJS,,,,Y,,Y,10,2,0,0,0,0,1,0,1,,0,,0,0
Naloxone,UZHSEJADLWPNLE-GRGSLBFTSA-N,UZHSEJADLWPNLE,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
naproxen,CMWTZPSULFXXJA-VIFPVBQESA-N,CMWTZPSULFXXJA,Y,Y,,Y,Y,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Nateglinide,OELFLUMRDSZNSF-OFLPRAFFSA-N,OELFLUMRDSZNSF,,,,Y,,Y,11,0,0,0,0,,0,0,0,0,0,0,0,0
nefazodone,VRBKIVRKKCLPHA-UHFFFAOYSA-N,VRBKIVRKKCLPHA,Y,,,,,Y,6,0,0,0,,,,0,,,0,0,,0
Neostigmine Bromide,ALWKGYPQUAPLQC-UHFFFAOYSA-N,ALWKGYPQUAPLQC,,,,Y,,Y,11,0,0,0,0,0,0,0,0,0,0,0,,0
Netilmicin,CIDUJQMULVCIBT-MQDUPKMGSA-N,CIDUJQMULVCIBT,,,,Y,,Y,2,0,,,,,,,,0,,0,,
Nevirapine,NQDJXKOVJZTUJA-UHFFFAOYSA-N,NQDJXKOVJZTUJA,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Niacinamide,DFPAKSUCGFBDDF-UHFFFAOYSA-N,DFPAKSUCGFBDDF,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicotine,SNICXCGAKADSCV-JTQLQIEISA-N,SNICXCGAKADSCV,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
nicotinic acid,PVNIIMVLHYAWGP-UHFFFAOYSA-N,PVNIIMVLHYAWGP,Y,Y,,Y,Y,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
nifedipine,HYIMSNHJOBLJNT-UHFFFAOYSA-N,HYIMSNHJOBLJNT,Y,Y,,Y,Y,Y,12,2,0,0,1,1,0,0,0,0,0,0,0,0
nimesulide,HYWYRSMBCFDLJT-UHFFFAOYSA-N,HYWYRSMBCFDLJT,Y,Y,,Y,Y,Y,12,1,0,0,0,0,0,0,0,0,0,0,1,0
Nimetazepam,GWUSZQUVEVMBPI-UHFFFAOYSA-N,GWUSZQUVEVMBPI,,,,Y,,Y,8,2,1,0,,,,0,0,0,1,0,,0
Nimodipine,UIAGMCDKSXEBJQ-UHFFFAOYSA-N,UIAGMCDKSXEBJQ,,,,Y,,Y,10,1,0,0,1,0,0,0,0,,0,0,,0
Nisoldipine,VKQFCGNPDRICFG-UHFFFAOYSA-N,VKQFCGNPDRICFG,,,,Y,,Y,4,2,0,,1,,,0,,,,1,,
Nitrazepam,KJONHKAYOJNZEC-UHFFFAOYSA-N,KJONHKAYOJNZEC,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Nitrendipine,PVHUJELLJLJGLN-UHFFFAOYSA-N,PVHUJELLJLJGLN,,,,Y,,Y,10,1,0,0,,0,,0,0,0,0,0,1,0
Nitrobenzene,LQNUZADURLCDLV-UHFFFAOYSA-N,LQNUZADURLCDLV,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
nitrofurantoin,NXFQHRVNIOXGAQ-YCRREMRBSA-N,NXFQHRVNIOXGAQ,Y,Y,Y,Y,Y,Y,9,2,0,,0,,0,0,,1,0,0,1,0
nitrofurazone,IAIWVQXQOWNYOU-FPYGCLRLSA-N,IAIWVQXQOWNYOU,Y,Y,,,,Y,12,2,0,0,0,0,0,0,0,1,0,0,1,0
nitrosodiethylamine,WBNQDOYYEUMPFS-UHFFFAOYSA-N,WBNQDOYYEUMPFS,Y,Y,,Y,Y,Y,12,1,0,0,0,0,1,0,0,0,0,0,0,0
Nizatidine,SGXXNSQHWDMGGP-UHFFFAOYSA-N,SGXXNSQHWDMGGP,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Norepinephrine,SFLSHLFXELFNJZ-QMMMGPOBSA-N,SFLSHLFXELFNJZ,,,,Y,,Y,11,0,0,0,,0,0,0,0,0,0,0,0,0
Norethindrone,VIKNJXKGJWUCNN-XGXHKTLJSA-N,VIKNJXKGJWUCNN,,,,Y,,Y,12,5,1,1,0,0,1,1,0,1,0,0,0,0
Norethindrone Acetate,IMONTRJLAWHYGT-ZCPXKWAGSA-N,IMONTRJLAWHYGT,,,,Y,,Y,7,4,1,1,0,,1,1,,,,,0,0
Norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,OGJPXUAPXNRGGI,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Nortriptyline,PHVGLTMQBUFIQQ-UHFFFAOYSA-N,PHVGLTMQBUFIQQ,,,,Y,,Y,7,0,0,0,0,,0,0,,,0,,,0
Noscapine,AKNNEGZIBPJZJG-MSOLQXFVSA-N,AKNNEGZIBPJZJG,,,,Y,,Y,11,0,0,0,0,0,0,0,0,0,0,0,0,
Nystatin,VQOXZBDYSJBXMA-RKEBNKJGSA-N,VQOXZBDYSJBXMA,,,,Y,,Y,10,0,0,0,0,0,0,0,0,,0,,0,0
Olanzapine,KVWDHTXUZHCGIO-UHFFFAOYSA-N,KVWDHTXUZHCGIO,,,,Y,,Y,11,0,0,0,,0,0,0,0,0,0,0,0,0
omeprazole,SUBDBMMJDZJVOS-UHFFFAOYSA-N,SUBDBMMJDZJVOS,Y,Y,Y,Y,Y,Y,11,2,0,0,1,0,,0,0,1,0,0,0,0
Ondansetron,FELGMEQIXOGIFQ-UHFFFAOYSA-N,FELGMEQIXOGIFQ,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Ouabain,LPMXVESGRSUGHW-HBYQJFLCSA-N,LPMXVESGRSUGHW,,,,Y,,Y,8,3,0,1,0,1,,0,,,,0,1,0
Oxaliplatin,SSJXIUAHEKJCMH-PHDIDXHHSA-N,SSJXIUAHEKJCMH,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Oxaprozin,OFPXSFXSNFPTHF-UHFFFAOYSA-N,OFPXSFXSNFPTHF,,,,Y,,Y,10,1,0,0,0,0,,0,1,,0,0,0,0
Oxcarbazepine,CTRLABGOLIVAIY-UHFFFAOYSA-N,CTRLABGOLIVAIY,,,,Y,,Y,11,0,0,0,,0,0,0,0,0,0,0,0,0
Oxfendazole,BEZZFPOZAYTVHN-UHFFFAOYSA-N,BEZZFPOZAYTVHN,,,,Y,,Y,12,2,0,0,1,0,0,0,0,0,0,0,0,1
Oxiconazole,QRJJEGAJXVEBNE-HKOYGPOVSA-N,QRJJEGAJXVEBNE,,,,Y,,Y,10,3,0,0,1,1,0,0,0,,0,1,0,
Oxybutynin,XIQVNETUBQGFHX-UHFFFAOYSA-N,XIQVNETUBQGFHX,,,,Y,,Y,9,0,0,0,0,0,0,0,0,,0,,,0
Oxymetazoline,WYWIFABBXFUGLM-UHFFFAOYSA-N,WYWIFABBXFUGLM,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Oxymetholone,ICMWWNHDUZJFDW-DHODBPELSA-N,ICMWWNHDUZJFDW,,,,Y,,Y,8,6,1,1,0,,1,1,,1,0,1,,
Oxyquinoline,MCJGNVYPOGVAJF-UHFFFAOYSA-N,MCJGNVYPOGVAJF,,,,Y,,Y,10,3,0,0,0,,1,1,,0,0,0,0,1
Pantoprazole,IQPSEEYGBUAQFF-UHFFFAOYSA-N,IQPSEEYGBUAQFF,,,,Y,,Y,12,2,0,0,1,0,0,0,0,1,0,0,0,0
papaverine,XQYZDYMELSJDRZ-UHFFFAOYSA-N,XQYZDYMELSJDRZ,Y,Y,,Y,Y,Y,9,1,0,0,,0,,0,0,1,0,0,,0
Paroxetine,AHOUBRCZNHFOSL-YOEHRIQHSA-N,AHOUBRCZNHFOSL,,,,Y,,Y,5,0,0,0,0,,,0,,,0,,,
pemoline,NRNCYVBFPDDJNE-UHFFFAOYSA-N,NRNCYVBFPDDJNE,Y,Y,,Y,Y,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Penciclovir,JNTOCHDNEULJHD-UHFFFAOYSA-N,JNTOCHDNEULJHD,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Penicillin G,JGSARLDLIJGVTE-MBNYWOFBSA-N,JGSARLDLIJGVTE,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Pentamidine,XDRYMKDFEDOLFX-UHFFFAOYSA-N,XDRYMKDFEDOLFX,,,,Y,,Y,10,3,0,0,0,1,,0,0,1,,0,1,0
Pentobarbital,WEXRUCMBJFQVBZ-UHFFFAOYSA-N,WEXRUCMBJFQVBZ,,,,Y,,Y,10,0,0,0,0,0,0,0,0,,0,,0,0
Pentoxifylline,BYPFEZZEUUWMEJ-UHFFFAOYSA-N,BYPFEZZEUUWMEJ,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Pergolide,YEHCICAEULNIGD-MZMPZRCHSA-N,YEHCICAEULNIGD,,,,Y,,Y,10,0,0,0,,0,,0,0,0,0,0,0,0
perhexiline,CYXKNKQEMFBLER-UHFFFAOYSA-N,CYXKNKQEMFBLER,Y,Y,,Y,Y,Y,2,1,0,,,,,,,,,,1,
Phenacemide,XPFRXWCVYUEORT-UHFFFAOYSA-N,XPFRXWCVYUEORT,,,,Y,,Y,12,1,0,0,0,0,1,0,0,0,0,0,0,0
phenacetin,CPJSUEIXXCENMM-UHFFFAOYSA-N,CPJSUEIXXCENMM,Y,Y,Y,Y,Y,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Phenelzine,RMUCZJUITONUFY-UHFFFAOYSA-N,RMUCZJUITONUFY,,,,Y,,Y,11,4,1,0,1,,1,0,0,1,0,0,0,0
phenobarbital,DDBREPKUVSBGFI-UHFFFAOYSA-N,DDBREPKUVSBGFI,Y,Y,,Y,Y,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Phenothiazine,WJFKNYWRSNBZNX-UHFFFAOYSA-N,WJFKNYWRSNBZNX,,,,Y,,Y,12,2,0,0,0,0,1,0,0,0,0,0,1,0
Phentolamine,MRBDMNSDAVCSSF-UHFFFAOYSA-N,MRBDMNSDAVCSSF,,,,Y,,Y,8,0,0,0,0,0,,0,0,,0,0,,
phenylbutazone,VYMDGNCVAMGZFE-UHFFFAOYSA-N,VYMDGNCVAMGZFE,Y,Y,Y,Y,Y,Y,12,1,0,0,0,0,0,0,0,0,0,0,1,0
Phenylhydrazine,HKOOXMFOFWEVGF-UHFFFAOYSA-N,HKOOXMFOFWEVGF,,,,Y,,Y,11,3,0,0,1,0,0,0,,1,0,0,1,0
phenytoin,CXOFVDLJLONNDW-UHFFFAOYSA-N,CXOFVDLJLONNDW,Y,Y,,Y,Y,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
phorone,MTZWHHIREPJPTG-UHFFFAOYSA-N,MTZWHHIREPJPTG,Y,Y,,,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Pioglitazone,HYAFETHFCAUJAY-UHFFFAOYSA-N,HYAFETHFCAUJAY,,,,Y,,Y,11,3,0,0,0,0,,0,1,1,0,0,1,0
Piracetam,GMZVRMREEHBGGF-UHFFFAOYSA-N,GMZVRMREEHBGGF,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Piroxicam,QYSPLQLAKJAUJT-UHFFFAOYSA-N,QYSPLQLAKJAUJT,,,,Y,,Y,12,2,0,0,1,0,0,0,0,0,0,0,1,0
Podophyllotoxin,YJGVMLPVUAXIQN-XVVDYKMHSA-N,YJGVMLPVUAXIQN,,,,Y,,Y,8,3,0,,1,0,0,,,,1,0,1,0
Pralidoxime Chloride,JBKPUQTUERUYQE-UHFFFAOYSA-O,JBKPUQTUERUYQE,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Pramoxine,DQKXQSGTHWVTAD-UHFFFAOYSA-N,DQKXQSGTHWVTAD,,,,Y,,Y,9,1,0,0,,,0,0,0,1,0,0,,0
